icao_code,iata_code,name,city,country_code
CYAU,,Liverpool South Shore Regional Airport,Greenfield,CA
CYAV,,Winnipeg / St. Andrews Airport,Winnipeg/Saint Andrews,CA
CYAX,,Lac du Bonnet Airport,Lac du Bonnet,CA
CYAY,YAY,St. Anthony Airport,St. Anthony,CA
CYAZ,YAZ,Tofino / Long Beach Airport,Tofino,CA
CYBA,YBA,Banff Airport,Banff,CA
CYBB,YBB,Kugaaruk Airport,Kugaaruk,CA
CYBC,YBC,Baie-Comeau Airport,Baie-Comeau,CA
CYBD,QBC,Bella Coola Airport,Bella Coola,CA
CYBE,YBE,Uranium City Airport,Uranium City,CA
CYBF,YBY,Bonnyville Airport,Bonnyville,CA
CYBG,YBG,Saguenay-Bagotville Airport,Saguenay,CA
CYBK,YBK,Baker Lake Airport,Baker Lake,CA
CYBL,YBL,Campbell River Airport,Campbell River,CA
CYBQ,XTL,Tadoule Lake Airport,Tadoule Lake,CA
CYBR,YBR,Brandon Municipal Airport,Brandon,CA
CYBT,YBT,Brochet Airport,Brochet,CA
CYBV,YBV,Berens River Airport,Berens River,CA
CYBX,YBX,Lourdes-de-Blanc-Sablon Airport,Blanc-Sablon,CA
CYCA,YRF,Cartwright Airport,Cartwright,CA
CYCB,YCB,Cambridge Bay Airport,Cambridge Bay,CA
CYCC,YCC,Cornwall Regional Airport,Cornwall,CA
CYCD,YCD,Nanaimo Airport,Nanaimo,CA
CYCE,YCE,Centralia / James T. Field Memorial Aerodrome,Huron Park,CA
CYCG,YCG,Castlegar/West Kootenay Regional Airport,Castlegar,CA
CYCH,YCH,Miramichi Airport,Miramichi,CA
CYCK,XCM,Chatham Kent Airport,Chatham-Kent,CA
CYCL,YCL,Charlo Airport,Charlo,CA
CYCN,YCN,Cochrane Airport,Cochrane,CA
CYCO,YCO,Kugluktuk Airport,Kugluktuk,CA
CYCQ,YCQ,Chetwynd Airport,Chetwynd,CA
CYCR,YCR,Cross Lake (Charlie Sinclair Memorial) Airport,Cross Lake,CA
CYCS,YCS,Chesterfield Inlet Airport,Chesterfield Inlet,CA
CYCT,YCT,Coronation Airport,Coronation,CA
CYCW,YCW,Chilliwack Airport,Chilliwack,CA
CYCY,YCY,Clyde River Airport,Clyde River,CA
CYCZ,YCZ,Fairmont Hot Springs Airport,Fairmont Hot Springs,CA
CYDA,YDA,Dawson City Airport,Dawson City,CA
CYDB,YDB,Burwash Airport,Burwash Landing,CA
CYDF,YDF,Deer Lake Airport,Deer Lake,CA
CYDL,YDL,Dease Lake Airport,Dease Lake,CA
CYDM,XRR,Ross River Airport,Ross River,CA
CYDN,YDN,Dauphin Barker Airport,Dauphin,CA
CYDO,YDO,Dolbeau-Saint-Felicien Airport,Dolbeau-Saint-Felicien,CA
CYDP,YDP,Nain Airport,Nain,CA
CYDQ,YDQ,Dawson Creek Airport,Dawson Creek,CA
CYEG,YEG,Edmonton International Airport,Edmonton,CA
CYEK,YEK,Arviat Airport,Arviat,CA
CYEL,YEL,Elliot Lake Municipal Airport,Elliot Lake,CA
CYEM,YEM,Manitoulin East Municipal Airport,Sheguiandah,CA
CYEN,YEN,Estevan Airport,Estevan,CA
CYER,YER,Fort Severn Airport,Fort Severn,CA
CYET,YET,Edson Airport,Edson,CA
CYEU,YEU,Eureka Airport,Eureka,CA
CYEV,YEV,Inuvik Mike Zubko Airport,Inuvik,CA
CYEY,YEY,Amos/Magny Airport,Amos,CA
CYFA,YFA,Fort Albany Airport,Fort Albany,CA
CYFB,YFB,Iqaluit Airport,Iqaluit,CA
CYFC,YFC,Fredericton International Airport,Fredericton,CA
CYFE,YFE,Forestville Airport,Forestville,CA
CYFH,YFH,Fort Hope Airport,Fort Hope,CA
CYFJ,YTM,Mont-Tremblant International Airport,La Macaza,CA
CYFO,YFO,Flin Flon Airport,Flin Flon,CA
CYFR,YFR,Fort Resolution Airport,Fort Resolution,CA
CYFS,YFS,Fort Simpson Airport,Fort Simpson,CA
CYFT,YMN,Makkovik Airport,Makkovik,CA
CYGB,YGB,Texada Gillies Bay Airport,Texada,CA
CYGH,YGH,Fort Good Hope Airport,Fort Good Hope,CA
CYGK,YGK,Kingston Norman Rogers Airport,Kingston,CA
CYGL,YGL,La Grande Rivière Airport,La Grande Rivière,CA
CYGM,YGM,Gimli Industrial Park Airport,Gimli,CA
CYGO,YGO,Gods Lake Narrows Airport,Gods Lake Narrows,CA
CYGP,YGP,Michel-Pouliot Gaspé Airport,Gaspé,CA
CYGQ,YGQ,Geraldton Greenstone Regional Airport,Geraldton,CA
CYGR,YGR,Îles-de-la-Madeleine Airport,Les Îles-de-la-Madeleine,CA
CYGT,YGT,Igloolik Airport,Igloolik,CA
CYGV,YGV,Havre-Saint-Pierre Airport,Havre-Saint-Pierre,CA
CYGW,YGW,Kuujjuarapik Airport,Kuujjuarapik,CA
CYGX,YGX,Gillam Airport,Gillam,CA
CYGZ,YGZ,Grise Fiord Airport,Grise Fiord,CA
CYHA,YQC,Quaqtaq Airport,Quaqtaq,CA
CYHB,YHB,Hudson Bay Airport,Hudson Bay,CA
CYHD,YHD,Dryden Regional Airport,Dryden,CA
CYHE,YHE,Hope Airport / FVRD Regional Airpark,Hope,CA
CYHF,YHF,Hearst René Fontaine Municipal Airport,Hearst,CA
CYHH,YNS,Nemiscau Airport,Nemiscau,CA
CYHI,YHI,Ulukhaktok Holman Airport,Ulukhaktok,CA
CYHK,YHK,Gjoa Haven Airport,Gjoa Haven,CA
CYHM,YHM,John C. Munro Hamilton International Airport,Hamilton,CA
CYHN,YHN,Hornepayne Municipal Airport,Hornepayne,CA
CYHO,YHO,Hopedale Airport,Hopedale,CA
CYHP,YHP,Poplar Hill Airport,Poplar Hill,CA
CYHR,YHR,Chevery Airport,Chevery,CA
CYHT,YHT,Haines Junction Airport,Haines Junction,CA
CYHU,YHU,Montréal / Saint-Hubert Metropolitan Airport,Montréal,CA
CYHY,YHY,Hay River / Merlyn Carter Airport,Hay River,CA
CYHZ,YHZ,Halifax / Stanfield International Airport,Halifax,CA
CYIB,YIB,Atikokan Municipal Airport,Atikokan,CA
CYID,YDG,Digby / Annapolis Regional Airport,Digby,CA
CYIF,YIF,St Augustin Airport,St-Augustin,CA
CYIK,YIK,Ivujivik Airport,Ivujivik,CA
CYIO,YIO,Pond Inlet Airport,Pond Inlet,CA
CYIV,YIV,Island Lake Airport,Island Lake,CA
CYJA,YJA,Jasper Airport,Jasper,CA
CYJF,YJF,Fort Liard Airport,Fort Liard,CA
CYJN,YJN,St Jean Airport,St Jean,CA
CYJT,YJT,Stephenville Dymond International Airport,Stephenville,CA
CYKA,YKA,Kamloops John Moose Fulton Field Regional Airport,Kamloops,CA
CYKC,YKC,Collins Bay Airport,Collins Bay,CA
CYKD,LAK,Aklavik/Freddie Carmichael Airport,Aklavik,CA
CYKF,YKF,Region of Waterloo International Airport,Breslau,CA
CYKG,YWB,Kangiqsujuaq (Wakeham Bay) Airport,Kangiqsujuaq,CA
CYKJ,YKJ,Key Lake Airport,Key Lake,CA
CYKL,YKL,Schefferville Airport,Schefferville,CA
CYKM,YKD,Kincardine Municipal Airport,Kincardine,CA
CYKO,AKV,Akulivik Airport,Akulivik,CA
CYKP,YOG,Ogoki Post Airport,Ogoki Post,CA
CYKQ,YKQ,Waskaganish Airport,Waskaganish,CA
CYKX,YKX,Kirkland Lake Airport,Kirkland Lake,CA
CYKY,YKY,Kindersley Airport,Kindersley,CA
CYLA,YPJ,Aupaluk Airport,Aupaluk,CA
CYLB,YLB,Lac La Biche Airport,Lac La Biche,CA
CYLC,YLC,Kimmirut Airport,Kimmirut,CA
CYLD,YLD,Chapleau Airport,Chapleau,CA
CYLH,YLH,Lansdowne House Airport,Lansdowne House,CA
CYLJ,YLJ,Meadow Lake Airport,Meadow Lake,CA
CYLK,YSG,Lutselk'e Airport,Lutselk'e,CA
CYLL,YLL,Lloydminster Airport,Lloydminster,CA
CYLQ,YLQ,La Tuque Airport,La Tuque,CA
CYLR,YLR,Leaf Rapids Airport,Leaf Rapids,CA
CYLS,YLK,Barrie-Lake Simcoe Regional Airport,Barrie,CA
CYLT,YLT,Alert Airport,Alert,CA
CYLU,XGR,Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,CA
CYLW,YLW,Kelowna International Airport,Kelowna,CA
CYMA,YMA,Mayo Airport,Mayo,CA
CYME,YME,Matane Airport,Matane,CA
CYMG,YMG,Manitouwadge Airport,Manitouwadge,CA
CYMH,YMH,Mary's Harbour Airport,Mary's Harbour,CA
CYMJ,YMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,CA
CYML,YML,Charlevoix Airport,Charlevoix,CA
CYMM,YMM,Fort McMurray International Airport,Fort McMurray,CA
CYMO,YMO,Moosonee Airport,Moosonee,CA
CYMT,YMT,Chapais Airport,Chibougamau,CA
CYMU,YUD,Umiujaq Airport,Umiujaq,CA
CYMW,YMW,Maniwaki Airport,Messines,CA
CYMX,YMX,Montreal Mirabel International Airport,Montréal,CA
CYNA,YNA,Natashquan Airport,Natashquan,CA
CYNC,YNC,Wemindji Airport,Wemindji,CA
CYND,YND,Ottawa / Gatineau Airport,Gatineau,CA
CYNE,YNE,Norway House Airport,Norway House,CA
CYNH,YNH,Hudson's Hope Airport,Hudson's Hope,CA
CYNJ,YLY,Langley Airport,Langley,CA
CYNL,YNL,Points North Landing Airport,Points North Landing,CA
CYNM,YNM,Matagami Airport,Matagami,CA
CYNR,HZP,Fort Mackay / Horizon Airport,Fort Mackay,CA
CYOA,YOA,Ekati Airport,Ekati,CA
CYOC,YOC,Old Crow Airport,Old Crow,CA
CYOD,YOD,CFB Cold Lake,Cold Lake,CA
CYOH,YOH,Oxford House Airport,Oxford House,CA
CYOJ,YOJ,High Level Airport,High Level,CA
CYOO,YOO,Oshawa Executive Airport,Oshawa,CA
CYOP,YOP,Rainbow Lake Airport,Rainbow Lake,CA
CYOS,YOS,Owen Sound / Billy Bishop Regional Airport,Owen Sound,CA
CYOW,YOW,Ottawa Macdonald-Cartier International Airport,Ottawa,CA
CYPA,YPA,Prince Albert Glass Field,Prince Albert,CA
CYPC,YPC,Paulatuk (Nora Aliqatchialuk Ruben) Airport,Paulatuk,CA
CYPD,YPS,Port Hawkesbury Airport,Port Hawkesbury,CA
CYPE,YPE,Peace River Airport,Peace River,CA
CYPG,YPG,Portage-la-Prairie / Southport Airport,Portage la Prairie,CA
CYPH,YPH,Inukjuak Airport,Inukjuak,CA
CYPK,,Pitt Meadows Regional Airport,Pitt Meadows,CA
CYPL,YPL,Pickle Lake Airport,Pickle Lake,CA
CYPM,YPM,Pikangikum Airport,Pikangikum,CA
CYPN,YPN,Port-Menier Airport,Port-Menier,CA
CYPO,YPO,Peawanuck Airport,Peawanuck,CA
CYPQ,YPQ,Peterborough Regional Airport,Peterborough,CA
CYPR,YPR,Prince Rupert Airport,Prince Rupert,CA
CYPT,,Pelee Island Airport,Pelee Island,CA
CYPW,YPW,Powell River Airport,Powell River,CA
CYPX,YPX,Puvirnituq Airport,Puvirnituq,CA
CYPY,YPY,Fort Chipewyan Airport,Fort Chipewyan,CA
CYPZ,YPZ,Burns Lake Airport,Burns Lake,CA
CYQA,YQA,Muskoka Airport,Gravenhurst,CA
CYQB,YQB,Quebec Jean Lesage International Airport,Quebec,CA
CYQD,YQD,The Pas Airport,The Pas,CA
CYQF,YQF,Red Deer Regional Airport,Springbrook,CA
CYQG,YQG,Windsor International Airport,Windsor,CA
CYQH,YQH,Watson Lake Airport,Watson Lake,CA
CYQI,YQI,Yarmouth Airport,Yarmouth,CA
CYQK,YQK,Kenora Airport,Kenora,CA
CYQL,YQL,Lethbridge County Airport,Lethbridge,CA
CYQM,YQM,Greater Moncton Roméo LeBlanc International Airport,Moncton,CA
CYQN,YQN,Nakina Airport,Nakina,CA
CYQQ,YQQ,Comox Valley International Airport / CFB Comox,Comox,CA
CYQR,YQR,Regina International Airport,Regina,CA
CYQS,YQS,St Thomas Municipal Airport,St Thomas,CA
CYQT,YQT,Thunder Bay International Airport,Thunder Bay,CA
CYQU,YQU,Grande Prairie Airport,Grande Prairie,CA
CYQV,YQV,Yorkton Municipal Airport,Yorkton,CA
CYQW,YQW,North Battleford Airport,North Battleford,CA
CYQX,YQX,Gander International Airport,Gander,CA
CYQY,YQY,Sydney / J.A. Douglas McCurdy Airport,Sydney,CA
CYQZ,YQZ,Quesnel Airport,Quesnel,CA
CYRA,YRA,Rae Lakes Airport,Gamètì,CA
CYRB,YRB,Resolute Bay Airport,Resolute Bay,CA
CYRI,YRI,Rivière-du-Loup Airport,Rivière-du-Loup,CA
CYRJ,YRJ,Roberval Airport,Roberval,CA
CYRL,YRL,Red Lake Airport,Red Lake,CA
CYRM,YRM,Rocky Mountain House Airport,Rocky Mountain House,CA
CYRO,YRO,Ottawa / Rockcliffe Airport,Ottawa,CA
CYRQ,YRQ,Trois-Rivières Airport,Trois-Rivières,CA
CYRS,YRS,Red Sucker Lake Airport,Red Sucker Lake,CA
CYRT,YRT,Rankin Inlet Airport,Rankin Inlet,CA
CYRV,YRV,Revelstoke Airport,Revelstoke,CA
CYSB,YSB,Sudbury Airport,Sudbury,CA
CYSC,YSC,Sherbrooke Airport,Sherbrooke,CA
CYSE,YSE,Squamish Airport,Squamish,CA
CYSF,YSF,Stony Rapids Airport,Stony Rapids,CA
CYSH,YSH,Smiths Falls-Montague (Russ Beach) Airport,Smiths Falls,CA
CYSJ,YSJ,Saint John Airport,Saint John,CA
CYSK,YSK,Sanikiluaq Airport,Sanikiluaq,CA
CYSL,YSL,Saint-Léonard Airport,Saint-Léonard,CA
CYSM,YSM,Fort Smith Airport,Fort Smith,CA
CYSN,YCM,Niagara District Airport,Niagara-on-the-Lake,CA
CYSP,YSP,Marathon Airport,Marathon,CA
CYSQ,,Atlin Airport,Atlin,CA
CYST,YST,St. Theresa Point Airport,St. Theresa Point,CA
CYSU,YSU,Summerside Airport,Slemon Park,CA
CYSY,YSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,CA
CYTA,YTA,Pembroke Airport,Pembroke,CA
CYTE,YTE,Cape Dorset Airport,Kinngait,CA
CYTF,YTF,Alma Airport,Alma,CA
CYTH,YTH,Thompson Airport,Thompson,CA
CYTL,YTL,Big Trout Lake Airport,Big Trout Lake,CA
CYTQ,YTQ,Tasiujaq Airport,Tasiujaq,CA
CYTR,YTR,CFB Trenton,Trenton,CA
CYTS,YTS,Timmins/Victor M. Power,Timmins,CA
CYTZ,YTZ,Billy Bishop Toronto City Airport,Toronto,CA
CYUB,YUB,Tuktoyaktuk / James Gruben Airport,Tuktoyaktuk,CA
CYUL,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montréal,CA
CYUT,YUT,Naujaat Airport,Repulse Bay,CA
CYUX,YUX,Hall Beach Airport,Sanirajak,CA
CYUY,YUY,Rouyn Noranda Airport,Rouyn-Noranda,CA
CYVB,YVB,Bonaventure Airport,Bonaventure,CA
CYVC,YVC,La Ronge Airport,La Ronge,CA
CYVG,YVG,Vermilion Airport,Vermilion,CA
CYVK,YVE,Vernon Regional Airport,Vernon,CA
CYVL,YCK,Tommy Kochon Airport,Colville Lake,CA
CYVM,YVM,Qikiqtarjuaq Airport,Qikiqtarjuaq,CA
CYVO,YVO,Val-d'Or Airport,Val-d'Or,CA
CYVP,YVP,Kuujjuaq Airport,Kuujjuaq,CA
CYVQ,YVQ,Norman Wells Airport,Norman Wells,CA
CYVR,YVR,Vancouver International Airport,Vancouver,CA
CYVT,YVT,Buffalo Narrows Airport,Buffalo Narrows,CA
CYVV,YVV,Wiarton Airport,Wiarton,CA
CYVZ,YVZ,Deer Lake Airport,Deer Lake,CA
CYWE,YFJ,Wekweètì Airport,Wekweètì,CA
CYWG,YWG,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,CA
CYWJ,YWJ,Déline Airport,Déline,CA
CYWK,YWK,Wabush Airport,Wabush,CA
CYWL,YWL,Williams Lake Airport,Williams Lake,CA
CYWP,YWP,Webequie Airport,Webequie,CA
CYWY,YWY,Wrigley Airport,Wrigley,CA
CYXC,YXC,Cranbrook/Canadian Rockies International Airport,Cranbrook,CA
CYXE,YXE,Saskatoon John G. Diefenbaker International Airport,Saskatoon,CA
CYXH,YXH,Medicine Hat Regional Airport,Medicine Hat,CA
CYXJ,YXJ,Fort St John / North Peace Regional Airport,Fort Saint John,CA
CYXK,YXK,Rimouski Airport,Rimouski,CA
CYXL,YXL,Sioux Lookout Airport,Sioux Lookout,CA
CYXN,YXN,Whale Cove Airport,Whale Cove,CA
CYXP,YXP,Pangnirtung Airport,Pangnirtung,CA
CYXQ,YXQ,Beaver Creek Airport,Beaver Creek,CA
CYXR,YXR,Earlton (Timiskaming Regional) Airport,Earlton,CA
CYXS,YXS,Prince George (International) Airport,Prince George,CA
CYXT,YXT,Northwest Regional Airport Terrace-Kitimat,Terrace,CA
CYXU,YXU,London International Airport,London,CA
CYXX,YXX,Abbotsford International Airport,Abbotsford,CA
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,Whitehorse,CA
CYXZ,YXZ,Wawa Airport,Wawa,CA
CYYB,YYB,North Bay Jack Garland Airport,North Bay,CA
CYYC,YYC,Calgary International Airport,Calgary,CA
CYYD,YYD,Smithers Airport,Smithers,CA
CYYE,YYE,Fort Nelson Airport,Fort Nelson,CA
CYYF,YYF,Penticton Airport,Penticton,CA
CYYG,YYG,Charlottetown Airport,Charlottetown,CA
CYYH,YYH,Taloyoak Airport,Taloyoak,CA
CYYJ,YYJ,Victoria International Airport,Victoria,CA
CYYL,YYL,Lynn Lake Airport,Lynn Lake,CA
CYYM,YYM,Cowley Airport,Cowley,CA
CYYN,YYN,Swift Current Airport,Swift Current,CA
CYYQ,YYQ,Churchill Airport,Churchill,CA
CYYR,YYR,Goose Bay Airport,Goose Bay,CA
CYYT,YYT,St. John's International Airport,St. John's,CA
CYYU,YYU,Kapuskasing Airport,Kapuskasing,CA
CYYW,YYW,Armstrong Airport,Armstrong,CA
CYYY,YYY,Mont Joli Airport,Mont-Joli,CA
CYYZ,YYZ,Toronto Pearson International Airport,Toronto,CA
CYZE,YZE,Gore Bay Manitoulin Airport,Gore Bay,CA
CYZF,YZF,Yellowknife International Airport,Yellowknife,CA
CYZG,YZG,Salluit Airport,Salluit,CA
CYZH,YZH,Slave Lake Airport,Slave Lake,CA
CYZP,YZP,Sandspit Airport,Sandspit,CA
CYZR,YZR,Chris Hadfield Airport,Sarnia,CA
CYZS,YZS,Coral Harbour Airport,Coral Harbour,CA
CYZT,YZT,Port Hardy Airport,Port Hardy,CA
CYZU,YZU,Whitecourt Airport,Whitecourt,CA
CYZV,YZV,Sept-Îles Airport,Sept-Îles,CA
CYZW,YZW,Teslin Airport,Teslin,CA
CYZX,YZX,CFB Greenwood,Greenwood,CA
CYZY,,Mackenzie Airport,Mackenzie,CA
LKLU,,Luhačovice Airfield,Luhačovice,CZ
CZAC,ZAC,York Landing Airport,York Landing,CA
CZAM,YSN,Shuswap Regional Airport,Salmon Arm,CA
CZBA,,Burlington Executive Airpark,Burlington,CA
CZBB,YDT,Boundary Bay Airport,Delta,CA
CZBD,ILF,Ilford Airport,Ilford,CA
CZBF,ZBF,Bathurst Airport,South Tetagouche,CA
CZBM,ZBM,Bromont (Roland Désourdy) Airport,Bromont,CA
CZEE,KES,Kelsey Airport,Kelsey,CA
CZEM,ZEM,Eastmain River Airport,Eastmain River,CA
CZFA,ZFA,Faro Airport,Faro,CA
CZFD,ZFD,Fond-du-Lac Airport,Fond-du-Lac,CA
CZFG,XPK,Pukatawagan Airport,Pukatawagan,CA
CZFM,ZFM,Fort Mcpherson Airport,Fort Mcpherson,CA
CZFN,ZFN,Tulita Airport,Tulita,CA
CZGF,ZGF,Grand Forks Airport,Grand Forks,CA
CZGI,ZGI,Gods River Airport,Gods River,CA
CZGR,ZGR,Little Grand Rapids Airport,Little Grand Rapids,CA
CZHP,ZHP,High Prairie Airport,High Prairie,CA
CZJG,ZJG,Jenpeg Airport,Jenpeg,CA
CZJN,ZJN,Swan River Airport,Swan River,CA
CZKE,ZKE,Kashechewan Airport,Kashechewan,CA
CZLQ,YTD,Thicket Portage Airport,Thicket Portage,CA
CZMD,MSA,Muskrat Dam Airport,Muskrat Dam,CA
CZML,ZMH,South Cariboo Region / 108 Mile Airport,108 Mile,CA
CZMN,PIW,Pikwitonei Airport,Pikwitonei,CA
CZMT,ZMT,Masset Airport,Masset,CA
CZNG,XPP,Poplar River Airport,Poplar River,CA
CZNL,,Nelson Airport,Nelson,CA
CZPB,ZPB,Sachigo Lake Airport,Sachigo Lake,CA
CZPC,WPC,Pincher Creek Airport,Pincher Creek,CA
CZPO,ZPO,Pinehouse Lake Airport,Pinehouse Lake,CA
CZRJ,ZRJ,Round Lake (Weagamow Lake) Airport,Round Lake,CA
CZSJ,ZSJ,Sandy Lake Airport,Sandy Lake,CA
CZSN,XSI,South Indian Lake Airport,South Indian Lake,CA
CZST,ZST,Stewart Airport,Stewart,CA
CZTA,YDV,Bloodvein River Airport,Bloodvein River,CA
CZTM,ZTM,Shamattawa Airport,Shamattawa,CA
CZUC,ZUC,Ignace Municipal Airport,Ignace,CA
CZUM,ZUM,Churchill Falls Airport,Churchill Falls,CA
CZVL,,Edmonton / Villeneuve Airport,Edmonton,CA
CZWH,XLB,Lac Brochet Airport,Lac Brochet,CA
CZWL,ZWL,Wollaston Lake Airport,Wollaston Lake,CA
DAOM,,Hamaguir Airport,Hamaguir,DZ
DAAB,,Blida Airport,Blida,DZ
DAAD,BUJ,Bou Saada Airport,Ouled Sidi Brahim,DZ
DAAE,BJA,Soummam–Abane Ramdane Airport,Béjaïa,DZ
DAAG,ALG,Houari Boumediene Airport,Algiers,DZ
DAAJ,DJG,Tiska Djanet Airport,Djanet,DZ
DAAK,,Boufarik Air Base,Boufarik,DZ
DAAM,,Telerghma Airport,Telerghma,DZ
DAAN,,Reggane Air Base,Reggane,DZ
DAAP,VVZ,Illizi Takhamalt Airport,Illizi,DZ
DAAQ,,Ain Oussera Airport,Ain Oussera,DZ
DAAS,QSF,Ain Arnat Airport,Sétif,DZ
DAAT,TMR,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,DZ
DAAV,GJL,Jijel Ferhat Abbas Airport,Tahir,DZ
DAAW,,Bordj Omar Driss Airport,Bordj Omar Driss,DZ
DAAX,,Chéraga Airport,Chéraga,DZ
DAAY,MZW,Mecheria Airport,Mecheria,DZ
DAAZ,,Relizane Airport,Relizane,DZ
DABB,AAE,Annaba Rabah Bitat Airport,Annaba,DZ
DABC,CZL,Mohamed Boudiaf International Airport,Constantine,DZ
DABS,TEE,Cheikh Larbi Tébessi Airport,Tébessi,DZ
DABT,BLJ,Batna Mostefa Ben Boulaid Airport,Batna,DZ
DAEN,,Rhoud Nouss Airport,Rhoude Nouss,DZ
DAFH,HRM,Hassi R'Mel Airport,Hassi R'Mel,DZ
DAFI,,Tsletsi Airport,Djelfa,DZ
DAOB,TID,Abdelhafid Boussouf Bou Chekif Airport,Tiaret,DZ
DAOC,,Béchar Ouakda Aerodrome,Béchar,DZ
DAOE,,Bousfer Air Base,Bousfer,DZ
DAOF,TIN,Tindouf Airport,Tindouf,DZ
DAOH,,Chenachene Airport,Chenachen,DZ
DAOI,CFK,Chlef Aboubakr Belkaid International Airport,Chlef,DZ
DAOL,TAF,Oran Tafraoui Airport,Tafraoui,DZ
DAON,TLM,Zenata – Messali El Hadj Airport,Zenata,DZ
DAOO,ORN,Oran Es-Sénia (Ahmed Ben Bella) International Airport,Es-Sénia,DZ
DAOR,CBH,Béchar Boudghene Ben Ali Lotfi Airport,Béchar,DZ
DAOS,BFW,Sidi Bel Abbes Airport,Sidi Bel Abbès,DZ
DAOV,MUW,Ghriss Airport,Ghriss,DZ
DAOY,EBH,El Bayadh Airport,El Bayadh,DZ
DATG,INF,In Guezzam Airport,In Guezzam,DZ
DATM,BMW,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,DZ
DAUA,AZR,Touat-Cheikh Sidi Mohamed Belkebir Airport,Adrar,DZ
DAUB,BSK,Biskra - Mohamed Khider Airport,Biskra,DZ
DAUE,ELG,El Golea Airport,El Menia,DZ
DAUG,GHA,Noumérat - Moufdi Zakaria Airport,El Atteuf,DZ
DAUH,HME,Hassi Messaoud-Oued Irara Krim Belkacem Airport,Hassi Messaoud,DZ
DAUI,INZ,In Salah Airport,In Salah,DZ
DAUK,TGR,Touggourt Sidi Madhi Airport,Touggourt,DZ
DAUL,LOO,Laghouat - Molay Ahmed Medeghri Airport,Laghouat,DZ
DAUO,ELU,Guemar Airport - مطار قمار بالوادي,Guemar,DZ
DAUT,TMX,Timimoun Airport,Timimoun,DZ
DAUU,OGX,Ain Beida Airport,Ouargla,DZ
DAUZ,IAM,Zarzaitine - In Aménas Airport,In Aménas,DZ
DBBB,COO,Cotonou Cadjehoun International Airport,Cotonou,BJ
DBBC,,Bohicon/Cana Airport,Bohicon,BJ
DBBD,DJA,Djougou Airport,Djougou,BJ
DBBK,KDC,Kandi Airport,Kandi,BJ
DBBN,NAE,Natitingou Airport,Natitingou,BJ
DBBO,,Porga Airport,Porga,BJ
DBBP,PKO,Parakou Airport,Parakou,BJ
DBBR,,Bembereke Airport,Bembereke,BJ
DBBS,SVF,Savé Airport,Savé,BJ
EDUG,,Gransee Airfield,Gransee,DE
EDVQ,,Wilsche Glider Field,Gifhorn,DE
EDSV,,Wächtersberg-Hub Glider Airfield,Wildberg,DE
EDHY,,Hoya Airfield,Hoya,DE
EDWT,,Blexen Airfield,Blexen,DE
EDVP,,Peine-Glindbruchkippe Airfield,Peine,DE
EDTE,,Eutingen Airfield,Eutingen im Gäu,DE
EDUP,,Perleberg Glider Field,Perleberg Glider Field,DE
EDRQ,,Imsweiler UL,Imsweiler,DE
EDSM,,Müllheim Airfield,Müllheim,DE
EDSD,,Deckenpfronn-Egelsee Airfield,Sindelfingen,DE
EDTA,,Bohlhof Glider Field,Wutöschingen,DE
EDSF,,Hütten Glider Field,Rickenbach,DE
EDTK,,Sinsheim Airfield,Sinsheim,DE
EDKS,,Iserlohn-Sümmern Glider Field,Iserlohn,DE
WAVD,DEX,Nop Goliat Dekai Airport,Dekai,ID
DFCA,XKY,Kaya Airport,Kaya,BF
DFCB,,Barsalogho Airport,Barsalogho,BF
DFCC,OUG,Ouahigouya Airport,Ouahigouya,BF
DFCD,,Didyr Airport,Didyr,BF
DFCG,,Kongoussi Airport,Kongoussi,BF
DFCJ,XDJ,Djibo Airport,Djibo,BF
DFCK,,Koudougou Airport,Koudougou,BF
DFCL,XLU,Leo Airport,Leo,BF
DFCP,PUP,Po Airport,Po,BF
DFCR,,Poura Airport,Poura,BF
DFCS,,Seguenega Airport,Seguenega,BF
DFEA,XBO,Boulsa Airport,Boulsa,BF
DFEB,XBG,Bogande Airport,Bogande,BF
DFED,DIP,Diapaga Airport,Diapaga,BF
DFEE,DOR,Dori Airport,Dori,BF
DFEF,FNG,Fada N'gourma Airport,Fada N'gourma,BF
DFEG,XGG,Gorom-Gorom Airport,Gorom-Gorom,BF
DFEL,XKA,Kantchari Airport,Kantchari,BF
DFEM,TMQ,Tambao Airport,Tambao,BF
DFEP,XPA,Pama Airport,Pama,BF
DFER,ARL,Arly Airport,Arly,BF
DFES,XSE,Sebba Airport,Sebba,BF
DFET,TEG,Tenkodogo Airport,Tenkodogo,BF
DFEZ,XZA,Zabré Airport,Zabré,BF
DFFD,OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF
DFOA,,Dano Airport,Dano,BF
DFOB,BNR,Banfora Airport,Banfora,BF
DFOD,DGU,Dedougou Airport,Dedougou,BF
